N,GTD,PGD,GTF,PGF

150,0.00000000002464046727,0.00000000000015929237,0.03494954854249954224,0.00038040647632442415
300,0.00000000063590531044,0.00000000000090580633,0.93531548976898193359,0.00262008607387542725
450,0.00000000855242650744,0.00000000000384258354,68.03712463378906250000,0.01012949738651514053
600,0.00000000145151313779,0.00000000000502997554,0.74314802885055541992,0.00157164654228836298
750,0.00000000111496540423,0.00000000002690939589,1.02438855171203613281,0.00749102002009749413
1000,0.00000003480507421927,0.00000000023277938442,7.93460750579833984375,0.21147075295448303223
