N,GTD,PGD,GTF,PGF
100,0.00000000029232194870,0.00000000000518352199,0.13788677752017974854,0.00184111052658408880
200,0.00000001617937881188,0.00000000009918851571,17.30238151550292968750,0.16988426446914672852
300,0.00000000730433327182,0.00000000008732184584,13.45160388946533203125,0.02920710667967796326
400,0.00000001288933708176,0.00000000008406741825,14.81279277801513671875,0.03737309575080871582
500,0.00000032262403550820,0.00000000448220632507,764.75189208984375000000,3.44846081733703613281
600,0.00000006533354778290,0.00000000073624924966,20.83911705017089843750,0.15045329928398132324
700,0.00000080154480346993,0.00000001379994561622,374.88708496093750000000,25.25101089477539062500
